belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return
,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",49578,en,"A Russian war correspondent is drafted into the war and finds himself in the middle of battle. When he loses his party card, however, he is treated as a deserter until he finds help from a kind man. This Soviet war feature was considerably outspoken for the time as it addressed issues such as anti-Stalinism, Siberia and the inhumanity of war. Adapting his screenplay from a book by Constantin Simonov, Alexandre Stolper was responsible for writing as well as directing.",0.056531,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1963-06-06,0,201.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Alive and the Dead,5.0,1,1963,0.0
,0,[],115788,ja,"After witnessing the rape of his wife, a man's mind snaps and he attacks a prostitute. Two years later, the man and the prostitute meet by chance.",0.599997,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1985-08-03,0,88.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Love Hotel,5.0,1,1985,0.0
,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",383526,es,"Introverted Juan, manager of a mannequin factory, lives alone with his eighteen-year-old gay son, Pablo. Whilst Pablo blithely studies dance, Juan is hoping that, after twenty-five years at the firm, his boss will consider him for a partnership. When Pablo is badly wounded in a brutal homophobic attack which sees him hospitalised, his father realises just how far they have become estranged. A lack of witnesses and expensive medical bills force Juan to leave the quiet stability of his life for good and reposition himself in a world where there is discrimination. Time and again his efforts come to nought, until one night on the streets of Santiago he makes up his own rules in order to save his son.",0.714494,"[{'name': 'Araucaria Cine', 'id': 73385}, {'name': '5AM Producciones', 'id': 88833}]","[{'iso_3166_1': 'CL', 'name': 'Chile'}]",2016-02-13,0,81.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,You'll Never Be Alone,7.6,11,2016,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",367966,en,"At once a chronicle of a remarkable sixty-year partnership and a tribute to the unsung talents behind a staggering number of cinema classics, this loving film introduces the world to storyboard artist Harold Michelson and film researcher Lillian Michelson. Though largely uncredited, they left an indelible impression on films like The Birds, The Graduate and Rosemary's Baby. Through personal letters, rare storyboards and a wealth of interviews, Daniel Raim pulls the curtain back to reveal their love and work and its impact on Hollywood history.",0.115872,[],[],2015-11-17,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Planned,The greatest love story never told!,Harold and Lillian: A Hollywood Love Story,10.0,1,2015,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",408616,en,"Firebrand Democratic Unionist Party leader Ian Paisley and Sinn Fein politician Martin McGuinness, two implacable enemies in Northern Ireland, are forced to take a short journey together in which they will take the biggest leap of faith and change the course of history.",0.859277,"[{'name': 'Tempo Productions Limited', 'id': 60622}, {'name': 'Greenroom Entertainment', 'id': 70773}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2017-03-30,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Journey,7.4,5,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",419192,en,"The story of New Zealander, Bruce McLaren, who founded the McLaren Motor Racing team, showing the world that a man of humble beginnings could take on the elite of motor racing and win.",1.487037,"[{'name': 'General Film Corporation', 'id': 13742}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2017-05-25,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Pioneer. Leader. Father. Champion.,McLaren,8.0,13,2017,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",44105,tr,"Bekir is in love with Ugur, who loves Zagor, who loves to commit crimes.",0.836285,"[{'name': 'Greek Film Center', 'id': 7254}, {'name': 'Max Productions', 'id': 18587}, {'name': 'Highway Productions', 'id': 32194}, {'name': 'Mavi Film', 'id': 43382}, {'name': 'Inkas Film & T.V. Productions', 'id': 75419}]","[{'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]",2006-01-01,0,103.0,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]",Rumored,,Destiny,7.7,8,2006,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",142881,ru,Drama set to the Russian civil war of 1918,0.386603,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1958-02-03,0,0.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Kommunist,6.7,3,1958,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",392794,fr,"Nothing in her background destined Loïe Fuller from the American Midwest to become a Belle Epoque icon, even less a dancer at the Paris Opera. Even at the risk of destroying her back and burning her eyes with the stage lights, she will never falter in the quest to perfect her dance. But her encounter with Isadora Duncan, a prodigious young dancer hungry for fame and glory, will precipitate the fall of this icon at the beginning of the twentieth century.",7.700619,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Les Films Du Fleuve', 'id': 1926}, {'name': 'Les Productions du Trésor', 'id': 2612}, {'name': 'Sirena Film', 'id': 9111}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2016-09-28,0,108.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Dancer,6.3,66,2016,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",17725,en,An English community gets testy when a refugee family is granted a plot of land on which to grow vegetables.,0.832563,[],[],2007-06-15,0,97.0,[],Released,,Grow Your Own,6.2,6,2007,0.0
,10000000,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",326011,ru,"Russia, 1917, WWI. This is the story of the 1st Russian Women's Battalion of Death, formed as part of an ill-conceived propaganda ploy by the Russian Provisional Government in late May of 1917.",1.557671,"[{'name': 'Art Pictures Studio', 'id': 3451}, {'name': 'Corner Work', 'id': 53678}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2015-02-20,7547762,120.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,First. Female. Immortal.,The Battalion,5.9,6,2015,0.7547762
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",456098,en,"\"Two \"\"down on their luck\"\" buddies are convinced by a third to take a vacation. Only after landing in the third world country do they realize that they are there to attempt to capture the United States' most wanted criminal - with no military training.\"",0.918121,[],[],2017-06-02,0,0.0,[],Released,,All About the Money,6.7,6,2017,0.0
,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",301876,en,,0.039591,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",1998-01-01,0,,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,30 Years to Life,5.0,1,1998,0.0
,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",83413,en,"A biker comes upon a girl with a flat tire and offers her a ride home. He winds up at a drug party with the girl's sister, then follows her to a turkey farm owned by her father, a mad scientist. The father turns the biker into a giant turkey monster who goes after drug dealers.",0.170058,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-01-01,0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Dracula On Drugs!,Blood Freak,2.1,8,1972,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",41961,ru,"A story about a young woman, Vera, who is somebody, living the life of a troubled teenager in the time right before the end of the Soviet Union. She lives in a very small Russian apartment with her mother and father, however being this close to each other makes the living get rough. Their daily life is plagued with massive amounts of alcohol (mainly vodka) and when she tries to escape her home life, she meets up with a boyfriend, Sergei who then moves into her already small apartment after sleeping with her. Every day little Vera has to go through hell just to get by, which even involves her going against her own morals after her father has done something extremely wrong.",1.139542,"[{'name': 'Gorky Film Studios', 'id': 21978}, {'name': 'Kinostudiya imeni M. Gorkogo', 'id': 84006}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1988-10-01,0,128.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Little Vera,6.4,10,1988,0.0
,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",129806,ru,"A motor depot boss with links to black market traders sends the unsuspecting Rumyansev on a flight with stolen goods. On the road, the chauffer is arrested and put in prison. To cover their tracks the real criminals do everything possible to ensure Rumyansev receives the full blame. The heartless and suspicious chief of police isn't up to finding the real crooks and so Rumyansev's case gets passed to a clever and experienced General.",0.093682,"[{'name': 'Lenfilm', 'id': 10845}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1955-06-06,0,103.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Rumyantsev Case,5.0,1,1955,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",282078,ru,"His right hand having been wounded during the war, concert pianist Andrei Balashov is unable to perform his art. As a result, the young man feels so depressed that he considers his life wasted. One day, he decides to leave the capital and flee from the woman he loves, Natasha, a rising singing star. Andrei takes refuge in Siberia, his native land. Once there, he gets a job in a sawmill, where he entertains his fellow-workers playing the accordion during leisure hours. Some time later, Natasha and her company are expected in America where they are to do a tour. But an airplane breakdown forces the pilot to land next to the village in which Andrei lives and works...",0.001307,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1947-09-09,0,114.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Tale of the Siberian Land,0.0,0,1947,0.0
"{'id': 267551, 'name': 'Aniskin Collection', 'poster_path': '/jgCfGd7CY95sRIe7QZOzkzc59d0.jpg', 'backdrop_path': '/rFVLwRq0ayZBDFheXTu2acJY1bQ.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",129830,ru,A second story about countryside cop named Aniskin.,0.349144,"[{'name': 'Gorky Film Studio', 'id': 3681}, {'name': 'Gosteleradio', 'id': 14620}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1974-05-08,0,129.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Aniskin and Fantomas,6.0,1,1974,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",391700,fr,"\"Thirteen-year-old Bastien is the center of a reconstructed family: 6 half-brothers and sisters, 8 \"\"parents","\"\" and as many houses. His tasks within the family are far more complex than what he has to do at school.  But enough's enough: the children decide to wage a revolution and turn the rules upside down. All together",2.668929,/bZnAeso0bQLy7quRaovhY1Uepv.jpg,"[{'name': 'TF1 Droits Audiovisuels', 'id': 8350}, {'name': 'Rézo Productions', 'id': 30231}, {'name': 'Bonne Pioche', 'id': 66331}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2016-08-10,0,99.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,We Are Family,False,,0.0
"{'id': 142686, 'name': 'Зимняя Вишня (трилогия)', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",72811,ru,A story about a difficult love between the two not so young people.,0.099798,"[{'name': 'Lenfilm', 'id': 10845}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1985-10-21,0,91.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Winter Cherries,4.0,2,1985,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",73545,ru,,0.066034,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1972-08-19,0,,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Ехали в трамвае Ильф и Петров,6.0,1,1972,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",63299,en,"An unemployed astrophysicist finds a job of a docker at a grocery store, where he falls in love with a street-wise saleswoman in the produce department. But the groom runs away at the wedding reception.",0.053876,"[{'name': 'Lenfilm', 'id': 10845}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1983-06-06,0,83.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Blonde Around the Corner,6.0,3,1983,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",109262,en,A Portuguese tuna fisherman (Edward G. Robinson) catches his bride (Zita Johann) with his first mate (Richard Arlen).,1.350072,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-09-24,0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Jungle holds no terrors for these bloodthirsty white-belled cannibals!,Tiger Shark,7.8,3,1932,0.0
,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",63584,en,Young man Kesha starts working in the Kindergarten.,0.056979,"[{'name': 'Gorky Film Studios', 'id': 21978}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1977-06-06,0,75.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Rumored,,The Whiskered Nanny,8.5,2,1977,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",204802,ru,"Commissioned by Josef Stalin to commemorate the 20th anniversary of the Soviet Revolution, Lenin in October was the first of Russian director Mikhail Romm's tributes to the Marxist visionary who helped orchestrate the insurrection of October, 1917.",1.234167,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1937-11-07,0,93.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Lenin in October,5.2,3,1937,0.0
,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",195503,ru,"\"Two people: Igor, an ex-athlete aimlessly living and chasing rubles to get drunk and Vera, an ugly duck librarian, try to find their luck by planning to fall in love with each other based on \"\"psychological conditioning\"\".\"",0.39257,"[{'name': 'Lenfilm', 'id': 10845}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1982-11-01,0,89.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Love by Request,3.5,2,1982,0.0
,0,"[{'id': 16, 'name': 'Animation'}]",448879,ru,,0.001429,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1986-03-25,0,,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Приключения Домовёнка,9.0,1,1986,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",37174,ru,"A young Russian girl is in love with show business and wants to leave her small town for Moscow and make it big in the big city. She encounters her long missing, remarried father and gets a boy friend who uses her and then leaves her.",1.425654,"[{'name': 'Gorky Film Studios', 'id': 21978}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1982-02-17,0,151.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Carnival,8.3,4,1982,0.0
,7200,"[{'id': 9648, 'name': 'Mystery'}, {'id': 99, 'name': 'Documentary'}]",457307,ru,,0.351969,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2017-03-02,0,0.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,"\"Don't call him \"\"Dimon\"\"\"",7.5,6,2017,0.0
,0,[],381525,,"American investment fund buys Austrian companies, but also takes over politics in Vienna. Money still makes the world go round.",0.030766,[],"[{'iso_3166_1': 'AT', 'name': 'Austria'}]",2016-01-27,0,84.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,WiNWiN,0.0,0,2016,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",336549,ru,"A story of the creation of the atomic bomb in America, Germany and the USSR.",1.163124,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1975-01-01,0,158.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Choice of Purpose,0.0,0,1975,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",340027,en,A look at a young woman's rapid descent into insanity.,4.341687,"[{'name': 'Denver and Delilah Productions', 'id': 3574}, {'name': 'Foundation Features', 'id': 12217}, {'name': 'Blank Pages Productions', 'id': 42101}, {'name': 'Broad Green Pictures', 'id': 49389}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-02-22,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Brain on Fire,8.0,41,2017,0.0
